"Day","Tide"
2017-01-01,1.0369597026353685
2017-01-14,1.2281413898051534
2017-01-28,1.0998175185478964
2017-02-01,0.9803540970661099
2017-02-14,0.9586846813899764
2017-02-28,1.1721863697576893
2017-03-01,1.1480260854696966
2017-03-14,1.0450032839275498
2017-03-28,1.1963036158682017
2017-04-01,1.0703533304889723
2017-04-14,0.9394108457841783
2017-04-28,1.2972772162090085
2017-05-01,1.0048012566398348
2017-05-14,0.9544385654739669
2017-05-28,1.293062529846458
2017-06-01,0.7548835043890831
2017-06-14,0.8923147042681695
2017-06-28,1.0641662400994156
2017-07-01,0.5870888134990082
2017-07-14,0.8782144092631937
2017-07-28,0.8773765188632612
2017-08-01,0.4123373182746086
2017-08-14,0.7822983733272609
2017-08-28,0.5792341577549892
2017-09-01,0.5613944794499821
2017-09-14,0.2738086839743581
2017-09-28,0.4483659584433327
2017-10-01,0.6355374468758794
2017-10-14,0.7971136972090511
2017-10-28,0.5040659206170043
2017-11-01,0.8258502641564421
2017-11-14,0.8032309789529812
2017-11-28,0.5804109381205713
2017-12-01,0.9219375905677408
2017-12-14,0.7105210082652307
2017-12-28,0.6144635483204834
2018-01-01,1.2043581010762607
2018-01-14,0.7632510301843284
2018-01-28,0.8684105800723076
2018-02-01,1.3412463659907936
2018-02-14,0.9456944645879413
2018-02-28,1.1820523216235514
2018-03-01,1.2816091437651367
2018-03-14,0.7958469995419378
2018-03-28,1.0068507102292696
2018-04-01,1.2021941586670868
2018-04-14,1.022592502417611
2018-04-28,1.1259867600261664
2018-05-01,1.0549948707190755
2018-05-14,1.074756784621127
2018-05-28,1.016340770751372
2018-06-01,0.9688541654051911
2018-06-14,1.2532246672285976
2018-06-28,0.9941629856168617
2018-07-01,1.0090925621246767
2018-07-14,1.3435172778879108
2018-07-28,1.0392116999398016
2018-08-01,0.9371003405834233
2018-08-14,1.273466971421573
2018-08-28,1.1036487025955752
2018-09-01,0.7880310876324572
2018-09-14,0.9177427185286151
2018-09-28,1.0595867293063492
2018-10-01,0.7805894674514939
2018-10-14,0.74924426354758
2018-10-28,1.0804558828165658
2018-11-01,0.40588437327022675
2018-11-14,0.6154489735506117
2018-11-28,0.9924948249562304
2018-12-01,0.8273137329157307
2018-12-14,0.6190336973295167
2018-12-28,0.9326764560190584
2019-01-01,0.7409725492631405
2019-01-14,0.4292042057379389
2019-01-28,0.46793146782136297
2019-02-01,0.7444558126743177
2019-02-14,0.5281018183215445
2019-02-28,0.47561678996928264
2019-03-01,0.5580171002057335
2019-03-14,0.5848909231519783
2019-03-28,0.4948125636851234
2019-04-01,0.6709042661479926
2019-04-14,0.7012450929073081
2019-04-28,0.44360894858162603
2019-05-01,0.7832057468056292
2019-05-14,0.8448007354047207
2019-05-28,0.4970865236648792
2019-06-01,0.9613863339894186
2019-06-14,1.0010521845354305
2019-06-28,0.6502566969536173
2019-07-01,1.0063428953793236
2019-07-14,0.9436506718195277
2019-07-28,0.7041848880594375
2019-08-01,1.2236547825619297
2019-08-14,0.9363430245659906
2019-08-28,0.9761055059156821
2019-09-01,1.365454558612428
2019-09-14,1.0323302513811992
2019-09-28,1.279460357198435
2019-10-01,1.3083556627017745
2019-10-14,1.08863731851683
2019-10-28,1.3374422014074572
2019-11-01,0.954754063464675
2019-11-14,1.0888093369351073
2019-11-28,1.1804731367108348
2019-12-01,0.8265784718246921
2019-12-14,1.1304543163656133
2019-12-28,1.0497028489223081
2020-01-01,0.6625926710534575
2020-01-14,1.1447379968569171
2020-01-28,0.9230830919663462
2020-02-01,0.4296336419445836
2020-02-14,0.9791570935418935
2020-02-28,0.8458560116584127
2020-03-01,0.5852844009910722
2020-03-14,0.9887687808025629
2020-03-28,0.9114331258598638
2020-04-01,0.5488461751827822
2020-04-14,0.71620075612465
2020-04-28,0.4926082820351776
2020-05-01,0.629867509794837
2020-05-14,0.6141542672614575
2020-05-28,0.4717076487799306
2020-06-01,0.8079936552524867
2020-06-14,0.44840786063321336
2020-06-28,0.781869840203381
2020-07-01,0.8976305841598291
2020-07-14,0.46678868070278545
2020-07-28,0.7684286587448197
2020-08-01,1.034900540370114
2020-08-14,0.603756868226435
2020-08-28,0.7759022638783024
2020-09-01,1.0132544338962923
2020-09-14,0.8046108611721068
2020-09-28,0.7936480557164303
2020-10-01,0.9788866291214272
2020-10-14,0.9193156729820855
2020-10-28,0.7403924451168622
2020-11-01,1.0579572046712375
2020-11-14,1.2366753778225226
2020-11-28,0.8708176595902982
2020-12-01,1.0579486047182642
2020-12-14,1.273293574348081
2020-12-28,0.9035029776564959
2021-01-01,1.093543448025174
2021-01-14,1.2079417235460252
2021-01-28,1.0748946979672052
2021-02-01,1.0811542503083347
2021-02-14,1.0017937323701056
2021-02-28,1.2087003057630519
2021-03-01,1.214998750755028
2021-03-14,1.049017030378398
2021-03-28,1.1916294916996995
2021-04-01,1.153710668166483
2021-04-14,1.0054819584104635
2021-04-28,1.3236997116823332
2021-05-01,1.0601768261277804
2021-05-14,1.0090452255023132
2021-05-28,1.3029973148487897
2021-06-01,0.8187210890721739
2021-06-14,0.9806532656591607
2021-06-28,1.102876778546299
2021-07-01,0.6457035261869478
2021-07-14,0.9778169734108315
2021-07-28,0.9393951989492071
2021-08-01,0.4349212276701616
2021-08-14,0.9073659283313924
2021-08-28,0.7127723956180246
2021-09-01,0.0
2021-09-14,0.733065288549478
2021-09-28,0.5428504887688749
2021-10-01,0.4011891364406942
2021-10-14,0.3987248592658553
2021-10-28,0.6322153334487862
2021-11-01,0.7480825622728626
2021-11-14,0.7121255656461571
2021-11-28,0.4461287670012317
2021-12-01,0.8505297547768415
2021-12-14,0.6065774463976864
2021-12-28,0.6227340528833121